Park Code,Category,Order,Family,Taxa Code,Scientific Name,Synonyms,Common Name,Occurrence,Occurrence Tags
ARCH,Vascular Plant,,,768309,Arabis holboellii var. brachycarpa,,Spreadingpod rockcress,Probably Present,
ARCH,Vascular Plant,,,758598,Arabis perennans var. perennans,Arabis perennans (121285),Perennial rockcress,Present,
ARCH,Vascular Plant,,,758644,Camissonia scapoidea var. scapoidea,,Paiute suncup,Present,
ARCH,Vascular Plant,,,758603,Chrysopsis villosa var. minor,"Chrysopsis villosa var. minor (758613),Heterotheca villosa var. foliosa (220996),Chrysopsis foliosa (173867),Chrysopsis villosa (173936),Heterotheca villosa var. hispida (210318),Chrysopsis villosa var. hispida (221733)",Hispid golden-aster,Present,
ARCH,Vascular Plant,,,758631,Gilia leptomeria var. leptomeria,Gilia leptomeria (139862),Common gilia,Present,
ARCH,Vascular Plant,,,758648,Haplopappus armerioides var. armerioides,Haplopappus armerioides (141148),Thrift goldenweed,Present,
ARCH,Vascular Plant,,,758635,Suaeda torreyana var. torreyana,Suaeda torreyana (112918),Torrey's seepweed,Present,
ARCH,Vascular Plant,,,161224,Viguiera multiflora var. multiflora,,Showy goldeneye,Present,
ARCH,Vascular Plant,,,758647,Zuckia brandegei var. brandegei,"Zuckia brandegei (758607),Zuckia brandegeei var. brandegeei (216208),Grayia brandegei (758616)",Brandegee's siltbush,Present,
ARCH,Vascular Plant,Alismatales,Juncaginaceae,141547,Triglochin maritima,,Seaside arrowgrass,Present,
ARCH,Vascular Plant,Apiales,Apiaceae,208282,Cymopterus acaulis var. fendleri,Cymopterus acaulis (134770),Fendler's cymopterus,Present,
ARCH,Vascular Plant,Apiales,Apiaceae,134774,Cymopterus bulbosus,,Onion spring-parsley,Present,
ARCH,Vascular Plant,Apiales,Apiaceae,134793,Cymopterus newberryi,,Sticky spring-parsley,Present,
ARCH,Vascular Plant,Apiales,Apiaceae,134798,Cymopterus purpurascens,,Basin white-cup spring-parsley,Present,
ARCH,Vascular Plant,Apiales,Apiaceae,758642,Cymopterus purpureus var. purpureus,Cymopterus purpureus (134799),Colorado Plateau spring-parsley,Present,
ARCH,Vascular Plant,Apiales,Apiaceae,135403,Lomatium latilobum,,Canyonlands lomatium,Present,
ARCH,Vascular Plant,Apiales,Apiaceae,125494,Lomatium parryi,,Parry's lomatium,Present,
ARCH,Vascular Plant,Asparagales,Amaryllidaceae,150294,Allium macropetalum,,San Juan onion,Present,
ARCH,Vascular Plant,Asparagales,Amaryllidaceae,150299,Allium nevadense,,Nevada onion,Present,
ARCH,Vascular Plant,Asparagales,Amaryllidaceae,149584,Allium textile,,Textile onion,Present,
ARCH,Vascular Plant,Asparagales,Asparagaceae,140575,Androstephium breviflorum,,Pink funnel-lily,Present,
ARCH,Vascular Plant,Asparagales,Asparagaceae,140583,Asparagus officinalis,,Asparagus,Present,
ARCH,Vascular Plant,Asparagales,Asparagaceae,142751,Smilacina stellata,,Starry false Solomon's-seal,Present,
ARCH,Vascular Plant,Asparagales,Asparagaceae,142855,Yucca angustissima,,Narrowleaved yucca,Probably Present,
ARCH,Vascular Plant,Asparagales,Asparagaceae,215603,Yucca harrimaniae var. harrimaniae,Yucca harrimaniae (144232),Harriman's yucca,Present,
ARCH,Vascular Plant,Asparagales,Orchidaceae,147073,Epipactis gigantea,,Giant helleborine,Present,
ARCH,Vascular Plant,Asparagales,Orchidaceae,229542,Habenaria dilatata var. leucostachys,,Lindley's white bog-orchid,Present,
ARCH,Vascular Plant,Asparagales,Orchidaceae,185139,Habenaria zothecina,,Alcove bog-orchid,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,141408,Ambrosia acanthicarpa,Franseria acanthicarpa (184142),Bur ragweed,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,141463,Arctium minus,,Burdock,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,133588,Artemisia bigelovii,,Bigelow's sagebrush,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,293787,Artemisia campestris var. scouleriana,Artemisia caudata (133595),Sand wormwood,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,86031,Artemisia dracunculus ssp. glauca,,Tarragon,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,133600,Artemisia filifolia,,Sand sagebrush,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,221327,Artemisia ludoviciana var. albula,Artemisia ludoviciana (133612),Louisiana wormwood,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,156261,Artemisia ludoviciana var. ludoviciana,,Louisiana wormwood,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,221342,Artemisia ludoviciana var. mexicana,,Louisiana wormwood,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,216383,Artemisia nova var. nova,Artemisia nova (152878),Black sagebrush,Probably Present,
ARCH,Vascular Plant,Asterales,Asteraceae,133636,Artemisia spinescens,,Budsage,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,667036,Artemisia tridentata var. tridentata,Artemisia tridentata (133638),Basin big sagebrush,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,222184,Artemisia tridentata var. wyomingensis,,Wyoming big sagebrush,Probably Present,
ARCH,Vascular Plant,Asterales,Asteraceae,101602,Aster ascendens,Aster chilensis ssp. adscendens (101605),Pacific aster,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,134212,Aster brachyactis,,Rayless alkali aster,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,134267,Aster hesperius,,Siskiyou aster,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,134658,Baccharis salicina,Baccharis emoryi (134647),Rio Grande seepwillow,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,134669,Bidens frondosa,,Devil's- beggarsticks,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,136737,Brickellia longifolia,,Longleaf brickellbush,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,209795,Brickellia microphylla var. scabra,Brickellia scabra (136748),Rough brickellbush,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,209799,Brickellia oblongifolia var. linifolia,Brickellia oblongifolia (136744),Mohave brickellbush,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,136825,Centaurea maculosa,,spotted knapweed,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,173262,Centaurea repens,,Russian knapweed,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,137249,Chaenactis douglasii,,Hoary dusty-maiden,Probably Present,
ARCH,Vascular Plant,Asterales,Asteraceae,137261,Chaenactis stevioides,,Stevia dusty-maiden,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,151902,Chaetopappa ericoides,Aster arenosus (172101),Rose-heath,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,137324,Chrysothamnus linifolius,Chrysothamnus viscidiflorus ssp. linifolius (209356),Spear-leaf rabbitbrush,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,222302,Chrysothamnus nauseosus var. consimilis,Chrysothamnus nauseosus (137325),Greenish rabbitbrush,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,222308,Chrysothamnus nauseosus var. gnaphalodes,,Graystem rabbitbrush,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,222310,Chrysothamnus nauseosus var. graveolens,"Chrysothamnus nauseosus var. glabratus (222304),Chrysothamnus nauseosus ssp. pinifolius (209333)",Glabrate rabbitbrush,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,222316,Chrysothamnus nauseosus var. junceus,,Rush rabbitbrush,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,222320,Chrysothamnus nauseosus var. leiospermus,,Smoothseed rabbitbrush,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,222352,Chrysothamnus parryi var. howardii,Chrysothamnus parryi (137343),Longbract rabbitbrush,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,222367,Chrysothamnus viscidiflorus var. lanceolatus,,Lanceleaf rabbitbrush,Probably Present,
ARCH,Vascular Plant,Asterales,Asteraceae,294271,Chrysothamnus viscidiflorus var. stenophyllus,,Slenderleaf rabbitbrush,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,294273,Chrysothamnus viscidiflorus var. viscidiflorus,Chrysothamnus viscidiflorus (137364),Green rabbitbrush,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,223229,Cirsium calcareum var. pulchellum,Cirsium calcareum (140043),Pretty thistle,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,209520,Cirsium neomexicanum var. neomexicanum,,New Mexico thistle,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,140116,Cirsium rydbergii,,Rydberg's thistle,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,210369,Cirsium undulatum var. undulatum,Cirsium undulatum (140129),Wavy-leaved thistle,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,140134,Cirsium vulgare,,Bull thistle,Probably Present,
ARCH,Vascular Plant,Asterales,Asteraceae,212077,Conyza canadensis var. glabrata,Conyza canadensis (138585),Canadian horseweed,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,224726,Crepis runcinata var. glauca,Crepis runcinata (138685),Glaucous hawksbeard,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,758597,Dicoria brandegei,,Brandegee's sandplant,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,211996,Encelia frutescens var. resinosa,Encelia frutescens (139601),Bush encelia,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,110158,Enceliopsis nudicaulis var. nudicaulis,,Nakedstem,Probably Present,
ARCH,Vascular Plant,Asterales,Asteraceae,139608,Enceliopsis nutans,,Noddinghead,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,212483,Erigeron aphanactis var. aphanactis,,Hairy daisy,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,136003,Erigeron bellidiastrum,,Pretty daisy,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,226636,Erigeron divergens var. cinereus,Erigeron divergens (136031),Spreading daisy,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,156870,Erigeron divergens var. divergens,,Spreading daisy,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,136924,Erigeron pulcherrimus,,Basin daisy,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,226699,Erigeron pumilus var. concinnus,Erigeron pumilus (136925),Navajo fleabane,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,209022,Erigeron utahensis var. sparsifolius,,Slenderleaf daisy,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,209024,Erigeron utahensis var. utahensis,Erigeron utahensis (136961),Utah daisy,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,140450,Euthamia occidentalis,Solidago occidentalis (201553),Western goldenrod,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,140474,Flaveria campestris,,Marshweed,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,140509,Gaillardia pinnatifida,,Hopi blanketflower,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,140511,Gaillardia pulchella,Gaillardia aristata (140496),Pretty blanketflower,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,161070,Gaillardia spathulata,,Basin blanketflower,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,133754,Gnaphalium wrightii,Gnaphalium canescens (178810),Wright's cudweed,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,140550,Grindelia fastigiata,,Erect gumweed,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,213412,Grindelia squarrosa var. serrulata,,Curly-cup gumweed,Probably Present,
ARCH,Vascular Plant,Asterales,Asteraceae,141121,Gutierrezia microcephala,,Thread snakeweed,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,141122,Gutierrezia sarothrae,,Broom snakeweed,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,185258,Haplopappus rusbyi,Haplopappus drummondii (185214),Rusby's goldenbush,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,210135,Helianthus annuus ssp. lenticularis,Helianthus annuus (142204),Common sunflower,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,142205,Helianthus anomalus,,Sand sunflower,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,133709,Helianthus petiolaris ssp. fallax,Helianthus petiolaris (133707),Prairie sunflower,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,142150,Heterotheca subaxillaris,Heterotheca psammophila (142144),Sand goldenaster,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,212226,Hymenopappus filifolius var. cinereus,Hymenopappus filifolius (143061),Common hyalineherb,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,229666,Hymenoxys acaulis var. arizonica,Hymenoxys acaulis (180385),Arizona hymenoxys,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,229672,Hymenoxys acaulis var. ivesiana,Hymenoxys argentea (180387),Canyonlands hymenoxys,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,137432,Iva axillaris,,Poverty-weed,Probably Present,
ARCH,Vascular Plant,Asterales,Asteraceae,142195,Lactuca serriola,,prickly lettuce,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,214066,Lactuca tatarica var. pulchella,Lactuca tatarica (142198),Blue lettuce,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,231849,Lygodesmia grandiflora var. arizonica,,Arizona rush-pink,Probably Present,
ARCH,Vascular Plant,Asterales,Asteraceae,231855,Lygodesmia grandiflora var. entrada,Lygodesmia entrada (157716),Entrada rush-pink,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,758600,Lygodesmia grandiflora var. grandiflora,Lygodesmia grandiflora (157718),Showy rush-pink,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,295183,Machaeranthera canescens var. aristata,,Aristate aster,Probably Present,
ARCH,Vascular Plant,Asterales,Asteraceae,295171,Machaeranthera canescens var. canescens,Aster bigelovii (172105),Hoary aster,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,213639,Machaeranthera grindelioides var. grindelioides,Haplopappus nuttallii (185243),Gumweed aster,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,144700,Machaeranthera tanacetifolia,Aster tanacetifolius (173013),Tansyleaf aster,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,144746,Malacothrix sonchoides,,Sowthistle desert-dandelion,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,135417,Onopordum acanthium,,Scotch thistle,Probably Present,
ARCH,Vascular Plant,Asterales,Asteraceae,191766,Oxytenia acerosa,,Copperweed,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,670543,Petradoria pumila var. pumila,"Petradoria pumila (136320),Solidago petradoria (201572)",Rock-goldenrod,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,214547,Platyschkuhria integrifolia var. desertorum,Bahia nudicaulis (175148),Desert bahia,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,235063,Senecio douglasii var. longilobus,,Douglas' groundsel,Probably Present,
ARCH,Vascular Plant,Asterales,Asteraceae,138506,Senecio multilobatus,,Basin groundsel,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,221052,Senecio spartioides var. multicapitatus,Senecio multicapitatus (138505),Many-headed groundsel,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,217324,Senecio spartioides var. spartioides,,Broom groundsel,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,218134,Senecio streptanthifolius var. streptanthifolius,,Rocky Mountain groundsel,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,216589,Solidago canadensis var. salebrosa,"Solidago canadensis (139377),Solidago altissima (139381)",Canadian goldenrod,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,163985,Solidago velutina,Solidago sparsiflora (139468),Three-nerve goldenrod,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,137730,Sonchus asper,,Spiny-leaf sow-thistle,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,137733,Sonchus oleraceus,,common sow-thistle,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,137753,Stephanomeria exigua,,White-plume whire-lettuce,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,137760,Stephanomeria pauciflora,,Brown-plume wire-lettuce,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,110180,Stephanomeria tenuifolia var. tenuifolia,Stephanomeria tenuifolia (137764),Slender wirelettuce,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,138564,Taraxacum officinale,,Common dandelion,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,138072,Tetradymia canescens,,"Gray horsebrush, Spineless horsebrush",Probably Present,
ARCH,Vascular Plant,Asterales,Asteraceae,138077,Tetradymia spinosa,,Shortspine horsebrush,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,219861,Thelesperma subnudum var. subnudum,,Scapose greenthread,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,138121,Townsendia annua,,Annual townsendia,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,138133,Townsendia incana,,Hoary townsendia,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,138150,Tragopogon dubius,,Yellow salsify,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,138175,Vanclevea stylosa,,Resinbush,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,139217,Wyethia scabra,,Rough mule's-ears,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,215543,Xanthium strumarium var. canadense,Xanthium pensylvanicum (203651),Rough cocklebur,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,215551,Xylorhiza glabriuscula var. linearifolia,,Moab woodyaster,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,215555,Xylorhiza tortifolia var. imberbis,"Aster abatus (172090),Xylorhiza tortifolia (139233)",Hurtleaf woodyaster,Present,
ARCH,Vascular Plant,Asterales,Asteraceae,139234,Xylorhiza venusta,Aster venustus (173019),Cisco woodyaster,Present,
ARCH,Vascular Plant,Boraginales,Boraginaceae,213913,Cryptantha crassisepala var. elachantha,Cryptantha crassisepala (131112),Thick-sepaled cryptanth,Present,
ARCH,Vascular Plant,Boraginales,Boraginaceae,131078,Cryptantha flava,,Plateau yellow cryptanth,Present,
ARCH,Vascular Plant,Boraginales,Boraginaceae,131121,Cryptantha flavoculata,,Yellow-eye cryptanth,Present,
ARCH,Vascular Plant,Boraginales,Boraginaceae,132057,Cryptantha fulvocanescens,,Plateau cryptanth,Present,
ARCH,Vascular Plant,Boraginales,Boraginaceae,132075,Cryptantha kelseyana,,Kelsey's cryptanth,Present,
ARCH,Vascular Plant,Boraginales,Boraginaceae,132079,Cryptantha longiflora,,Long-flower cryptanth,Present,
ARCH,Vascular Plant,Boraginales,Boraginaceae,132100,Cryptantha osterhoutii,,Osterhout's cryptanth,Present,
ARCH,Vascular Plant,Boraginales,Boraginaceae,208195,Cryptantha pterocarya var. pterocarya,Cryptantha pterocarya (132106),Wing-nut cryptanth,Present,
ARCH,Vascular Plant,Boraginales,Boraginaceae,132111,Cryptantha recurvata,,Recurved cryptanth,Present,
ARCH,Vascular Plant,Boraginales,Boraginaceae,131085,Cryptantha tenuis,,Slender cryptanth,Present,
ARCH,Vascular Plant,Boraginales,Boraginaceae,132115,Cryptantha wetherillii,,Wetherill's cryptanth,Probably Present,
ARCH,Vascular Plant,Boraginales,Boraginaceae,132144,Cynoglossum officinale,,Common hound's-tongue,Probably Present,
ARCH,Vascular Plant,Boraginales,Boraginaceae,214083,Lappula occidentalis var. cupulata,"Lappula occidentalis (159251),Lappula redowskii (132851)",Cupseed stickseed,Present,
ARCH,Vascular Plant,Boraginales,Boraginaceae,132734,Lithospermum incisum,,Showy stoneseed,Present,
ARCH,Vascular Plant,Boraginales,Boraginaceae,211554,Nama densum var. parviflorum,,Leafy fiddleleaf,Probably Present,
ARCH,Vascular Plant,Boraginales,Boraginaceae,128539,Nama retrorsum,,Howell's nama,Present,
ARCH,Vascular Plant,Boraginales,Ehretiaceae,161384,Tiquilia latior,Coldenia hispidissima (131042),Matted tiquilia,Present,
ARCH,Vascular Plant,Boraginales,Heliotropiaceae,130273,Heliotropium convolvulaceum,,Bindweed heliotrope,Present,
ARCH,Vascular Plant,Boraginales,Heliotropiaceae,210266,Heliotropium curassavicum var. obovatum,,Salt heliotrope,Probably Present,
ARCH,Vascular Plant,Boraginales,Hydrophyllaceae,216050,Phacelia crenulata var. corrugata,Phacelia crenulata (129820),Corrugate phacelia,Present,
ARCH,Vascular Plant,Boraginales,Hydrophyllaceae,216055,Phacelia demissa var. demissa,,Brittle phacelia,Probably Present,
ARCH,Vascular Plant,Boraginales,Hydrophyllaceae,129884,Phacelia howelliana,,Howell's phacelia,Present,
ARCH,Vascular Plant,Boraginales,Hydrophyllaceae,160654,Phacelia ivesiana,,Ives' phacelia,Present,
ARCH,Vascular Plant,Brassicales,Brassicaceae,123368,Alyssum alyssoides,,Pale madwort,Probably Present,
ARCH,Vascular Plant,Brassicales,Brassicaceae,90395,Arabis pulchra var. pallens,Arabis pulchra (121290),Desert rockcress,Present,
ARCH,Vascular Plant,Brassicales,Brassicaceae,124508,Chorispora tenella,,Blue mustard,Present,
ARCH,Vascular Plant,Brassicales,Brassicaceae,124514,Conringia orientalis,,Hare's-ear mustard,Probably Present,
ARCH,Vascular Plant,Brassicales,Brassicaceae,122335,Descurainia californica,,California tansy-mustard,Probably Present,
ARCH,Vascular Plant,Brassicales,Brassicaceae,758630,Descurainia incana var. sonnei,,Mountain tansy-mustard,Present,
ARCH,Vascular Plant,Brassicales,Brassicaceae,222805,Descurainia pinnata var. osmiarum,,Western tansy-mustard,Probably Present,
ARCH,Vascular Plant,Brassicales,Brassicaceae,122359,Descurainia sophia,,Flixweed,Present,
ARCH,Vascular Plant,Brassicales,Brassicaceae,177619,Dithyrea wislizeni,,Spectacle-pod,Present,
ARCH,Vascular Plant,Brassicales,Brassicaceae,210907,Draba cuneifolia var. cuneifolia,Draba cuneifolia (122393),Wedgeleaf draba,Present,
ARCH,Vascular Plant,Brassicales,Brassicaceae,122431,Draba reptans,,Dwarf draba,Probably Present,
ARCH,Vascular Plant,Brassicales,Brassicaceae,224414,Erysimum asperum var. purshii,Erysimum asperum (123258),Sand dune wallflower,Present,
ARCH,Vascular Plant,Brassicales,Brassicaceae,217985,Lepidium alyssoides var. eastwoodiae,Lepidium montanum var. spathulatum (232430),Eastwood's tall pepperwort,Present,
ARCH,Vascular Plant,Brassicales,Brassicaceae,215007,Lepidium densiflorum var. ramosum,Lepidium densiflorum (123290),Prairie pepperwort,Present,
ARCH,Vascular Plant,Brassicales,Brassicaceae,123293,Lepidium fremontii,,Fremont's pepperwort,Probably Present,
